pages_measured,max_pixels,image_tokens_total,image_tokens_median,image_share_of_sequence_pct,html_reduction_pct,sequence_reduction_pct
99,1003520,30791.0,312.0,7.475321799845594,30.711524988782795,28.41573966623129
