page_id,source,base,stamp_roundtrip_identical,n_invisible,n_wrappers,n_candidate_edits,tokens_base,tokens_original,prescreen_ran,n_prescreen_dropped,status,gate_calls,n_kept,n_kept_invisible,n_kept_wrappers,n_blacklisted,tokens_saved_invisible,tokens_saved_wrappers,tokenizer,g0_parse,tokens_orig,tokens_comp,reduction_pct,g1_tokens,docH_orig,docH_comp,height_delta_px,g2_height,text_ratio,g3_text,n_boxes_orig,n_boxes_comp,iou_mean,center_shift_max,n_unmatched,g4_blocks,deltae_p95,deltae_max,g5_color,ssim_diag,g6_lpips,pixel_identical,accepted
we00079,webcode2m,level1,,22.0,0.0,22.0,2830.0,3327.0,True,0.0,ok,1.0,22.0,22.0,0.0,0.0,1135.0,0.0,qwen2.5-vl,True,2830.0,1695.0,40.106,True,1305.0,1305.0,0.0,True,1.0,True,16.0,16.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00080,webcode2m,level1,,20.0,45.0,65.0,2754.0,2909.0,True,10.0,ok,1.0,55.0,19.0,36.0,0.0,325.0,316.0,qwen2.5-vl,True,2754.0,2100.0,23.747,True,1331.0,1331.0,0.0,True,1.0,True,66.0,66.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00081,webcode2m,level1,,3.0,1.0,4.0,2538.0,3368.0,True,0.0,ok,1.0,4.0,3.0,1.0,0.0,64.0,-33.0,qwen2.5-vl,True,2538.0,2465.0,2.876,True,1400.0,1400.0,0.0,True,1.0,True,75.0,75.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00082,webcode2m,level1,,15.0,20.0,35.0,1624.0,1910.0,True,6.0,ok,18.0,22.0,7.0,15.0,7.0,30.0,107.0,qwen2.5-vl,True,1624.0,1455.0,10.406,True,1344.0,1344.0,0.0,True,1.0,True,32.0,32.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00083,webcode2m,level1,,6.0,13.0,19.0,4397.0,5228.0,True,4.0,ok,1.0,15.0,4.0,11.0,0.0,117.0,73.0,qwen2.5-vl,True,4397.0,4176.0,5.026,True,2170.0,2170.0,0.0,True,1.0,True,124.0,124.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00084,webcode2m,level1,,3.0,1.0,4.0,2538.0,3368.0,True,0.0,ok,1.0,4.0,3.0,1.0,0.0,64.0,-33.0,qwen2.5-vl,True,2538.0,2465.0,2.876,True,1400.0,1400.0,0.0,True,1.0,True,75.0,75.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00085,webcode2m,level1,,1.0,0.0,1.0,1437.0,1999.0,True,0.0,ok,1.0,1.0,1.0,0.0,0.0,21.0,0.0,qwen2.5-vl,True,1437.0,1416.0,1.461,True,838.0,838.0,0.0,True,1.0,True,58.0,58.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00086,webcode2m,level1,,4.0,0.0,4.0,1300.0,1704.0,True,0.0,ok,1.0,4.0,4.0,0.0,0.0,83.0,0.0,qwen2.5-vl,True,1300.0,1217.0,6.385,True,970.0,970.0,0.0,True,1.0,True,32.0,32.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00087,webcode2m,level1,,2.0,0.0,2.0,2503.0,2647.0,True,1.0,ok,1.0,1.0,1.0,0.0,0.0,26.0,0.0,qwen2.5-vl,True,2503.0,2477.0,1.039,True,2836.0,2836.0,0.0,True,1.0,True,63.0,63.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00088,webcode2m,level1,,10.0,5.0,15.0,2967.0,3645.0,True,2.0,ok,1.0,13.0,10.0,3.0,0.0,322.0,30.0,qwen2.5-vl,True,2967.0,2615.0,11.864,True,1347.0,1347.0,0.0,True,0.97913,True,75.0,73.0,1.0,0.0,2.0,True,0.0,0.0,True,1.0,True,True,True
we00089,webcode2m,level1,,0.0,0.0,0.0,1566.0,1700.0,,,no_candidates,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False
we00090,webcode2m,level1,,12.0,10.0,22.0,5927.0,6864.0,True,2.0,ok,1.0,20.0,12.0,8.0,0.0,871.0,69.0,qwen2.5-vl,True,5927.0,4996.0,15.708,True,800.0,800.0,0.0,True,1.0,True,36.0,36.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00091,webcode2m,level1,,4.0,6.0,10.0,6587.0,8292.0,True,1.0,ok,1.0,9.0,3.0,6.0,0.0,546.0,60.0,qwen2.5-vl,True,6587.0,5971.0,9.352,True,1459.0,1459.0,0.0,True,1.0,True,45.0,45.0,1.0,0.0,0.0,True,0.0,0.002,True,0.99887,True,False,True
we00092,webcode2m,level1,,6.0,8.0,14.0,3485.0,4239.0,True,2.0,ok,1.0,12.0,6.0,6.0,0.0,141.0,64.0,qwen2.5-vl,True,3485.0,3265.0,6.313,True,2097.0,2097.0,0.0,True,1.0,True,46.0,46.0,1.0,0.02,0.0,True,0.0,0.0,True,0.99999,True,False,True
we00093,webcode2m,level1,,3.0,9.0,12.0,3037.0,3348.0,True,0.0,ok,1.0,12.0,3.0,9.0,0.0,117.0,169.0,qwen2.5-vl,True,3037.0,2740.0,9.779,True,2094.0,2094.0,0.0,True,1.0,True,45.0,45.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00094,webcode2m,level1,,8.0,2.0,10.0,2546.0,2966.0,True,1.0,ok,1.0,9.0,8.0,1.0,0.0,220.0,2.0,qwen2.5-vl,True,2546.0,2316.0,9.034,True,1619.0,1619.0,0.0,True,1.0,True,69.0,69.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00095,webcode2m,level1,,12.0,12.0,24.0,3927.0,4842.0,True,1.0,ok,1.0,23.0,12.0,11.0,0.0,581.0,140.0,qwen2.5-vl,True,3927.0,3222.0,17.953,True,1935.0,1935.0,0.0,True,0.98028,True,43.0,38.0,0.9897,3.5,5.0,True,0.072,2.247,True,1.0,True,True,True
we00096,webcode2m,level1,,10.0,5.0,15.0,2969.0,3920.0,True,6.0,ok,1.0,9.0,5.0,4.0,0.0,123.0,10.0,qwen2.5-vl,True,2969.0,2813.0,5.254,True,1459.0,1459.0,0.0,True,1.0,True,24.0,24.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00097,webcode2m,level1,,12.0,9.0,21.0,3527.0,4418.0,True,3.0,ok,1.0,18.0,11.0,7.0,0.0,288.0,53.0,qwen2.5-vl,True,3527.0,3191.0,9.527,True,1344.0,1344.0,0.0,True,1.0,True,36.0,36.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True
we00098,webcode2m,level1,,19.0,25.0,44.0,2465.0,2729.0,True,1.0,ok,17.0,38.0,19.0,19.0,5.0,207.0,111.0,qwen2.5-vl,True,2465.0,2108.0,14.483,True,1645.0,1645.0,0.0,True,1.0,True,67.0,67.0,1.0,0.01,0.0,True,0.0,0.0,True,1.0,True,True,True
we00099,webcode2m,level1,,5.0,4.0,9.0,1556.0,2025.0,True,2.0,ok,1.0,7.0,3.0,4.0,0.0,63.0,28.0,qwen2.5-vl,True,1556.0,1455.0,6.491,True,1163.0,1163.0,0.0,True,0.98512,True,34.0,28.0,1.0,0.0,6.0,True,0.0,0.0,True,1.0,True,True,True
