sample_id,page_id,source,mutation,protocol_id,family,intent,variant,extension,status,attempts,target_ids,severity_nominal,severity_achieved,detail,verified_change,verified_label,calib_include,n_diff_pixels,diff_frac,shape_mismatch,diff_bbox,tokenizer,g0_parse,tokens_orig,tokens_comp,reduction_pct,g1_tokens,docH_orig,docH_comp,height_delta_px,g2_height,text_ratio,g3_text,n_boxes_orig,n_boxes_comp,iou_mean,center_shift_max,n_unmatched,g4_blocks,deltae_p95,deltae_max,g5_color,ssim_diag,g6_lpips,pixel_identical,accepted,accepted_visual,accepted_full,ssim_canvas
we00000__m1_delete_text_block__default,we00000,webcode2m,m1_delete_text_block,M1,structure,breaking,default,False,ok,1.0,102,,,deleted <a id=102 42x17>,True,1.0,True,183642.0,0.11533,True,"0,932,1279,1213",qwen2.5-vl,True,3395.0,3381.0,0.412,True,1244.0,1214.0,30.0,False,0.99742,True,77.0,76.0,0.7363,1179.5,1.0,False,0.44,7.948,False,0.93139,True,False,False,False,False,0.92052
we00000__m2_corrupt_text__default,we00000,webcode2m,m2_corrupt_text,M2,text,breaking,default,False,ok,1.0,49,0.3,,corrupted 4/15 chars in <td id=49 211x32>,True,1.0,True,642.0,0.000403,False,"59,384,147,398",qwen2.5-vl,True,3395.0,3396.0,-0.029,False,1244.0,1244.0,0.0,True,0.99743,True,77.0,77.0,0.9989,5.78,0.0,False,0.0,0.12,True,0.99927,True,False,False,False,False,0.99927
we00000__m3_shift_element__px8,we00000,webcode2m,m3_shift_element,M3,geometry,breaking,px8,False,ok,1.0,109,8.0,,margin-left 0->8px on <a id=109 25x17>,True,1.0,True,2631.0,0.001652,False,"893,932,1238,946",qwen2.5-vl,True,3395.0,3405.0,-0.295,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,0.9846,8.0,0.0,False,0.0,0.027,True,0.997,True,False,False,False,False,0.997
we00000__m3_shift_element__px16,we00000,webcode2m,m3_shift_element,M3,geometry,breaking,px16,False,ok,1.0,72,16.0,,margin-left 16->32px on <label id=72 273x30>,True,1.0,True,1507.0,0.000946,False,"719,657,1007,677",qwen2.5-vl,True,3395.0,3406.0,-0.324,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,0.9964,16.0,0.0,False,0.0,0.0,True,0.9984,True,False,False,False,False,0.9984
we00000__m3_shift_element__px32,we00000,webcode2m,m3_shift_element,M3,geometry,breaking,px32,False,ok,1.0,94,32.0,,margin-left 0->32px on <a id=94 141x17>,True,1.0,True,1370.0,0.00086,False,"195,902,376,916",qwen2.5-vl,True,3395.0,3406.0,-0.324,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,0.9929,32.0,0.0,False,0.0,2.104,True,0.99821,True,False,False,False,False,0.99821
we00000__m4_recolor_element__de2,we00000,webcode2m,m4_recolor_element,M4,color,breaking,de2,False,ok,1.0,70,2.0,2.071,"bg rgb(255, 255, 255) -> rgb(255,255,251) dE00=2.071 on <input id=70 177x21>",True,1.0,True,3717.0,0.002334,False,"349,657,525,677",qwen2.5-vl,True,3395.0,3417.0,-0.648,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,3.977,True,0.99895,True,False,False,True,False,0.99895
we00000__m4_recolor_element__de5,we00000,webcode2m,m4_recolor_element,M4,color,breaking,de5,False,ok,1.0,73,5.0,5.258,"bg rgb(255, 255, 255) -> rgb(255,255,244) dE00=5.258 on <input id=73 177x21>",True,1.0,True,3717.0,0.002334,False,"719,657,895,677",qwen2.5-vl,True,3395.0,3417.0,-0.648,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,5.645,False,0.99891,True,False,False,False,False,0.99891
we00000__m4_recolor_element__de10,we00000,webcode2m,m4_recolor_element,M4,color,breaking,de10,False,ok,1.0,70,10.0,9.968,"bg rgb(255, 255, 255) -> rgb(255,254,230) dE00=9.968 on <input id=70 177x21>",True,1.0,True,3717.0,0.002334,False,"349,657,525,677",qwen2.5-vl,True,3395.0,3417.0,-0.648,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,9.177,False,0.99893,True,False,False,False,False,0.99893
we00000__m5_fontsize_bump__minus2,we00000,webcode2m,m5_fontsize_bump,M5,typography,breaking,minus2,False,ok,1.0,44,-2.0,,font-size 16->14px on <a id=44 205x17>,True,1.0,True,3671.0,0.002305,False,"11,282,273,395",qwen2.5-vl,True,3395.0,3406.0,-0.324,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,0.9604,25.64,0.0,False,0.034,1.521,True,0.99522,True,False,False,False,False,0.99522
we00000__m5_fontsize_bump__plus2,we00000,webcode2m,m5_fontsize_bump,M5,typography,breaking,plus2,False,ok,1.0,60,2.0,,font-size 16->18px on <strong id=60 96x17>,True,1.0,True,52488.0,0.032937,True,"0,480,1279,1220",qwen2.5-vl,True,3395.0,3406.0,-0.324,False,1244.0,1245.0,1.0,True,1.0,True,77.0,77.0,0.9333,6.06,0.0,False,0.0,1.297,True,0.93404,True,False,False,False,False,0.93333
we00000__m6_remove_loadbearing_wrapper__default,we00000,webcode2m,m6_remove_loadbearing_wrapper,M6,structure,breaking,default,False,ok,1.0,68,,,unwrapped load-bearing <form id=68 1264x30>,True,1.0,True,65653.0,0.041231,True,"0,657,1279,1219",qwen2.5-vl,True,3395.0,3379.0,0.471,True,1244.0,1240.0,4.0,False,1.0,True,77.0,77.0,0.8041,534.33,0.0,False,0.0,0.134,True,0.92652,True,False,False,False,False,0.92363
we00000__m7_swap_siblings__default,we00000,webcode2m,m7_swap_siblings,M7,structure,breaking,default,False,ok,1.0,66;61,,,swapped siblings id=66<->id=61 under id=57,True,1.0,True,153275.0,0.095644,True,"0,510,1279,1227",qwen2.5-vl,True,3395.0,3395.0,0.0,False,1244.0,1252.0,8.0,False,0.85702,False,77.0,77.0,0.5501,354.53,0.0,False,0.0,0.0,True,0.85568,True,False,False,False,False,0.85134
we00000__m8_delete_image__default,we00000,webcode2m,m8_delete_image,M8,structure,breaking,default,True,ok,1.0,10,,,deleted <img id=10 16x16>,True,1.0,True,83446.0,0.052405,True,"0,8,1279,1219",qwen2.5-vl,True,3395.0,3378.0,0.501,True,1244.0,1242.0,2.0,True,1.0,True,77.0,76.0,0.8161,2.0,1.0,False,0.0,0.029,True,0.88841,True,False,False,False,False,0.88704
we00000__s1_strip_comments__default,we00000,webcode2m,s1_strip_comments,S1,source,safe,default,False,na,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we00000__s2_reorder_attributes__default,we00000,webcode2m,s2_reorder_attributes,S2,source,safe,default,False,ok,1.0,,,,reordered attrs on 57 tags,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3395.0,3395.0,0.0,False,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,False,True,False,1.0
we00000__s3_requote_attributes__default,we00000,webcode2m,s3_requote_attributes,S3,source,safe,default,False,ok,1.0,,,,unquoted attrs in 135 tags,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3395.0,3328.0,1.973,True,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00000__s4_collapse_neutral_wrapper__default,we00000,webcode2m,s4_collapse_neutral_wrapper,S4,structure,safe,default,False,ok,1.0,11,,,collapsed neutral <div id=11 1264x108>,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3395.0,3378.0,0.501,True,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00000__s5_remove_display_none__default,we00000,webcode2m,s5_remove_display_none,S5,structure,safe,default,False,ok,1.0,126,,,removed display:none subtree <div id=126 0x0>,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3395.0,3359.0,1.06,True,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00000__s6_reminify__default,we00000,webcode2m,s6_reminify,S6,source,safe,default,False,ok,1.0,,,,minify-html pass,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3395.0,2936.0,13.52,True,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00000__x1_legacy_whitespace_regex__default,we00000,webcode2m,x1_legacy_whitespace_regex,X1,source,probe,default,True,ok,1.0,,,,legacy >\s+< collapse,False,0.0,False,0.0,0.0,False,,qwen2.5-vl,True,3395.0,3388.0,0.206,True,1244.0,1244.0,0.0,True,1.0,True,77.0,77.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00001__m1_delete_text_block__default,we00001,webcode2m,m1_delete_text_block,M1,structure,breaking,default,False,ok,1.0,84,,,deleted <span id=84 23x16>,True,1.0,True,872.0,0.000323,False,"128,1881,251,1893",qwen2.5-vl,True,6479.0,6461.0,0.278,True,2107.0,2107.0,0.0,True,0.9943,False,39.0,38.0,0.9581,23.08,1.0,False,0.026,0.223,True,0.99935,True,False,False,False,False,0.99935
we00001__m2_corrupt_text__default,we00001,webcode2m,m2_corrupt_text,M2,text,breaking,default,False,ok,1.0,73,0.3,,corrupted 7/23 chars in <p id=73 1024x37>,True,1.0,True,1645.0,0.00061,False,"143,1708,387,1720",qwen2.5-vl,True,6479.0,6484.0,-0.077,False,2107.0,2107.0,0.0,True,0.98017,False,39.0,39.0,0.9974,6.23,0.0,False,0.012,0.166,True,0.99905,True,False,False,False,False,0.99905
we00001__m3_shift_element__px8,we00001,webcode2m,m3_shift_element,M3,geometry,breaking,px8,False,ok,1.0,36,8.0,,margin-left 0->8px on <a id=36 91x22>,True,1.0,True,7134.0,0.002645,False,"576,6,1033,91",qwen2.5-vl,True,6479.0,6489.0,-0.154,False,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,0.977,8.0,0.0,False,0.0,0.054,True,0.99523,True,False,False,False,False,0.99523
we00001__m3_shift_element__px16,we00001,webcode2m,m3_shift_element,M3,geometry,breaking,px16,False,ok,1.0,80,16.0,,margin-left 0->16px on <div id=80 1024x23>,True,1.0,True,809.0,0.0003,False,"128,1834,241,1843",qwen2.5-vl,True,6479.0,6490.0,-0.17,False,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,0.9928,16.0,0.0,False,0.0,0.0,True,0.99941,True,False,False,False,False,0.99941
we00001__m3_shift_element__px32,we00001,webcode2m,m3_shift_element,M3,geometry,breaking,px32,False,ok,1.0,52,32.0,,margin-left 0->32px on <div id=52 1024x1736>,True,1.0,True,219882.0,0.08153,True,"0,202,1279,2074",qwen2.5-vl,True,6479.0,6490.0,-0.17,False,2107.0,2075.0,32.0,False,1.0,True,39.0,39.0,0.4328,335.99,0.0,False,8.378,60.401,False,0.94969,True,False,False,False,False,0.94497
we00001__m4_recolor_element__de2,we00001,webcode2m,m4_recolor_element,M4,color,breaking,de2,False,ok,1.0,49,2.0,2.071,"bg rgb(255, 255, 255) -> rgb(255,255,251) dE00=2.071 on <div id=49 1280x2001>",True,1.0,True,1430838.0,0.530537,False,"0,3,1279,2004",qwen2.5-vl,True,6479.0,6501.0,-0.34,False,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,1.0,0.0,0.0,True,1.733,2.071,True,0.99993,True,False,False,True,False,0.99993
we00001__m4_recolor_element__de5,we00001,webcode2m,m4_recolor_element,M4,color,breaking,de5,False,ok,1.0,92,5.0,5.233,"bg rgb(34, 34, 34) -> rgb(37,34,26) dE00=5.233 on <footer id=92 1280x73>",True,1.0,True,91994.0,0.03411,False,"0,2005,1279,2077",qwen2.5-vl,True,6479.0,6498.0,-0.293,False,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,1.0,0.0,0.0,True,3.819,4.861,False,0.99972,True,False,False,False,False,0.99972
we00001__m4_recolor_element__de10,we00001,webcode2m,m4_recolor_element,M4,color,breaking,de10,False,ok,1.0,92,10.0,9.976,"bg rgb(34, 34, 34) -> rgb(40,33,15) dE00=9.976 on <footer id=92 1280x73>",True,1.0,True,91994.0,0.03411,False,"0,2005,1279,2077",qwen2.5-vl,True,6479.0,6498.0,-0.293,False,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,1.0,0.0,0.0,True,7.188,9.168,False,0.99836,True,False,False,False,False,0.99836
we00001__m5_fontsize_bump__minus2,we00001,webcode2m,m5_fontsize_bump,M5,typography,breaking,minus2,False,ok,1.0,74,-2.0,,font-size 14->12px on <a id=74 56x16>,True,1.0,True,13940.0,0.005166,True,"0,1708,1279,2092",qwen2.5-vl,True,6479.0,6490.0,-0.17,False,2107.0,2108.0,1.0,True,1.0,True,39.0,39.0,0.938,4.05,0.0,False,0.042,0.709,True,0.99056,True,False,False,False,False,0.99056
we00001__m5_fontsize_bump__plus2,we00001,webcode2m,m5_fontsize_bump,M5,typography,breaking,plus2,False,ok,1.0,47,2.0,,font-size 18->20px on <p id=47 142x41>,True,1.0,True,1501.0,0.000557,False,"788,74,923,92",qwen2.5-vl,True,6479.0,6490.0,-0.17,False,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,0.9953,0.0,0.0,True,0.0,0.018,True,0.99898,True,False,False,True,False,0.99898
we00001__m6_remove_loadbearing_wrapper__default,we00001,webcode2m,m6_remove_loadbearing_wrapper,M6,structure,breaking,default,False,ok,2.0,102,,,unwrapped load-bearing <li id=102 160x23>,True,1.0,True,2426.0,0.0009,False,"472,2026,790,2038",qwen2.5-vl,True,6479.0,6447.0,0.494,True,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,0.9908,28.95,0.0,False,0.102,3.775,True,0.99848,True,False,False,False,False,0.99848
we00001__m7_swap_siblings__default,we00001,webcode2m,m7_swap_siblings,M7,structure,breaking,default,False,ok,1.0,33;22,,,swapped siblings id=33<->id=22 under id=17,True,1.0,True,1320.0,0.000489,False,"397,20,554,36",qwen2.5-vl,True,6479.0,6479.0,0.0,False,2107.0,2107.0,0.0,True,0.97734,False,39.0,39.0,0.9487,96.08,0.0,False,0.001,0.016,True,0.99914,True,False,False,False,False,0.99914
we00001__m8_delete_image__default,we00001,webcode2m,m8_delete_image,M8,structure,breaking,default,True,ok,1.0,58,,,deleted <img id=58 1024x1024>,True,1.0,True,2262780.0,0.839011,True,"0,202,1279,960",qwen2.5-vl,True,6479.0,6425.0,0.833,True,2107.0,961.0,1146.0,False,1.0,True,39.0,38.0,0.3549,1146.0,1.0,False,0.577,11.14,False,0.89952,True,False,False,False,False,0.91222
we00001__s1_strip_comments__default,we00001,webcode2m,s1_strip_comments,S1,source,safe,default,False,na,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we00001__s2_reorder_attributes__default,we00001,webcode2m,s2_reorder_attributes,S2,source,safe,default,False,ok,1.0,,,,reordered attrs on 89 tags,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,6479.0,6479.0,0.0,False,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,False,True,False,1.0
we00001__s3_requote_attributes__default,we00001,webcode2m,s3_requote_attributes,S3,source,safe,default,False,ok,1.0,,,,unquoted attrs in 119 tags,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,6479.0,6398.0,1.25,True,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00001__s4_collapse_neutral_wrapper__default,we00001,webcode2m,s4_collapse_neutral_wrapper,S4,structure,safe,default,False,ok,1.0,89,,,collapsed neutral <div id=89 1024x23>,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,6479.0,6467.0,0.185,True,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,0.9745,492.55,0.0,True,0.0,6.308,True,1.0,True,True,True,True,True,1.0
we00001__s5_remove_display_none__default,we00001,webcode2m,s5_remove_display_none,S5,structure,safe,default,False,ok,1.0,114,,,removed display:none subtree <span id=114 0x0>,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,6479.0,6465.0,0.216,True,2107.0,2107.0,0.0,True,1.0,True,39.0,39.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00001__s6_reminify__default,we00001,webcode2m,s6_reminify,S6,source,safe,default,False,unsafe_safe,1.0,,,,minify-html pass,True,1.0,False,437.0,0.000162,False,"191,1881,251,1893",qwen2.5-vl,True,6479.0,5367.0,17.163,True,2107.0,2107.0,0.0,True,0.99858,True,39.0,39.0,0.9959,3.89,0.0,True,0.029,0.221,True,0.99967,True,False,True,True,True,0.99967
we00001__x1_legacy_whitespace_regex__default,we00001,webcode2m,x1_legacy_whitespace_regex,X1,source,probe,default,True,ok,1.0,,,,legacy >\s+< collapse,True,1.0,False,437.0,0.000162,False,"191,1881,251,1893",qwen2.5-vl,True,6479.0,6469.0,0.154,True,2107.0,2107.0,0.0,True,0.99858,True,39.0,39.0,0.9959,3.89,0.0,True,0.029,0.221,True,0.99967,True,False,True,True,True,0.99967
we00002__m1_delete_text_block__default,we00002,webcode2m,m1_delete_text_block,M1,structure,breaking,default,False,ok,1.0,121,,,deleted <span id=121 66x16>,True,1.0,True,88771.0,0.055526,True,"8,1004,1007,1227",qwen2.5-vl,True,3798.0,3777.0,0.553,True,1249.0,1228.0,21.0,False,0.99598,True,79.0,78.0,0.8132,176.0,1.0,False,0.0,0.036,True,0.94886,True,False,False,False,False,0.9362
we00002__m2_corrupt_text__default,we00002,webcode2m,m2_corrupt_text,M2,text,breaking,default,False,ok,1.0,59,0.3,,corrupted 4/15 chars in <a id=59 601x33>,True,1.0,True,374.0,0.000234,False,"37,550,610,577",qwen2.5-vl,True,3798.0,3802.0,-0.105,False,1249.0,1249.0,0.0,True,0.99709,True,79.0,79.0,1.0,0.41,0.0,True,0.0,0.015,True,0.99975,True,False,False,True,False,0.99975
we00002__m3_shift_element__px8,we00002,webcode2m,m3_shift_element,M3,geometry,breaking,px8,False,ok,1.0,83,8.0,,margin-left 0->8px on <span id=83 68x16>,True,1.0,True,1151.0,0.00072,False,"133,697,284,710",qwen2.5-vl,True,3798.0,3808.0,-0.263,False,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,0.982,8.0,0.0,False,0.0,0.0,True,0.9988,True,False,False,False,False,0.9988
we00002__m3_shift_element__px16,we00002,webcode2m,m3_shift_element,M3,geometry,breaking,px16,False,ok,1.0,8,16.0,,margin-left 0->16px on <a id=8 42x16>,True,1.0,True,696.0,0.000435,False,"8,133,66,148",qwen2.5-vl,True,3798.0,3809.0,-0.29,False,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,0.9862,16.0,0.0,False,0.0,0.0,True,0.99928,True,False,False,False,False,0.99928
we00002__m3_shift_element__px32,we00002,webcode2m,m3_shift_element,M3,geometry,breaking,px32,False,ok,1.0,69,32.0,,margin-left 0->32px on <a id=69 58x16>,True,1.0,True,2253.0,0.001409,False,"7,599,636,629",qwen2.5-vl,True,3798.0,3809.0,-0.29,False,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,0.9635,593.89,0.0,False,0.0,0.04,True,0.99739,True,False,False,False,False,0.99739
we00002__m4_recolor_element__de2,we00002,webcode2m,m4_recolor_element,M4,color,breaking,de2,False,ok,1.0,144,2.0,2.071,"bg rgb(255, 255, 255) -> rgb(255,255,251) dE00=2.071 on <div id=144 1000x21>",True,1.0,True,20677.0,0.012933,False,"8,1220,1007,1240",qwen2.5-vl,True,3798.0,3820.0,-0.579,False,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,1.0,0.0,0.0,True,1.687,2.02,True,1.0,True,False,False,True,False,1.0
we00002__m4_recolor_element__de5,we00002,webcode2m,m4_recolor_element,M4,color,breaking,de5,False,ok,1.0,2,5.0,4.79,"bg rgb(0, 0, 0) -> rgb(13,0,0) dE00=4.79 on <header id=2 1000x225>",True,1.0,True,223889.0,0.140043,False,"8,8,1007,232",qwen2.5-vl,True,3798.0,3815.0,-0.448,False,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,1.0,0.0,0.0,True,3.868,4.753,False,0.9535,True,False,False,False,False,0.9535
we00002__m4_recolor_element__de10,we00002,webcode2m,m4_recolor_element,M4,color,breaking,de10,False,ok,1.0,8,10.0,9.968,"bg rgb(255, 255, 255) -> rgb(255,254,230) dE00=9.968 on <a id=8 42x16>",True,1.0,True,658.0,0.000412,False,"8,133,50,148",qwen2.5-vl,True,3798.0,3820.0,-0.579,False,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,1.0,0.0,0.0,True,0.0,8.719,False,1.0,True,False,False,False,False,1.0
we00002__m5_fontsize_bump__minus2,we00002,webcode2m,m5_fontsize_bump,M5,typography,breaking,minus2,False,ok,1.0,58,-2.0,,font-size 15->13px on <p id=58 650x68>,True,1.0,True,164150.0,0.102676,True,"7,515,1007,1224",qwen2.5-vl,True,3798.0,3809.0,-0.29,False,1249.0,1225.0,24.0,False,1.0,True,79.0,79.0,0.2818,326.47,0.0,False,0.001,2.859,True,0.85256,True,False,False,False,False,0.84103
we00002__m5_fontsize_bump__plus2,we00002,webcode2m,m5_fontsize_bump,M5,typography,breaking,plus2,False,ok,1.0,109,2.0,,font-size 15->17px on <a id=109 53x16>,True,1.0,True,30454.0,0.019003,True,"8,957,1007,1243",qwen2.5-vl,True,3798.0,3809.0,-0.29,False,1249.0,1252.0,3.0,False,1.0,True,79.0,79.0,0.9055,7.11,0.0,False,0.005,0.536,True,0.96065,True,False,False,False,False,0.95823
we00002__m6_remove_loadbearing_wrapper__default,we00002,webcode2m,m6_remove_loadbearing_wrapper,M6,structure,breaking,default,False,ok,1.0,75,,,unwrapped load-bearing <h2 id=75 650x26>,True,1.0,True,163898.0,0.102518,True,"7,633,1007,1201",qwen2.5-vl,True,3798.0,3780.0,0.474,True,1249.0,1202.0,47.0,False,1.0,True,79.0,79.0,0.4371,73.38,0.0,False,0.0,2.661,True,0.89626,True,False,False,False,False,0.8696
we00002__m7_swap_siblings__default,we00002,webcode2m,m7_swap_siblings,M7,structure,breaking,default,False,ok,1.0,38;55,,,swapped siblings id=38<->id=55 under id=37,True,1.0,True,186609.0,0.116724,True,"7,265,1007,1233",qwen2.5-vl,True,3798.0,3798.0,0.0,False,1249.0,1234.0,15.0,False,0.9425,False,79.0,79.0,0.2165,237.0,0.0,False,0.0,0.034,True,0.83224,True,False,False,False,False,0.82276
we00002__m8_delete_image__default,we00002,webcode2m,m8_delete_image,M8,structure,breaking,default,True,ok,1.0,57,,,deleted <img id=57 229x150>,True,1.0,True,398405.0,0.249202,True,"7,345,1007,1094",qwen2.5-vl,True,3798.0,3730.0,1.79,True,1249.0,1095.0,154.0,False,1.0,True,79.0,78.0,0.2417,207.84,1.0,False,0.0,8.202,False,0.8225,True,False,False,False,False,0.78656
we00002__s1_strip_comments__default,we00002,webcode2m,s1_strip_comments,S1,source,safe,default,False,na,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we00002__s2_reorder_attributes__default,we00002,webcode2m,s2_reorder_attributes,S2,source,safe,default,False,ok,1.0,,,,reordered attrs on 95 tags,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3798.0,3798.0,0.0,False,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,False,True,False,1.0
we00002__s3_requote_attributes__default,we00002,webcode2m,s3_requote_attributes,S3,source,safe,default,False,ok,1.0,,,,unquoted attrs in 150 tags,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3798.0,3691.0,2.817,True,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00002__s4_collapse_neutral_wrapper__default,we00002,webcode2m,s4_collapse_neutral_wrapper,S4,structure,safe,default,False,ok,1.0,49,,,collapsed neutral <span id=49 3x16>,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3798.0,3781.0,0.448,True,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,0.9875,64.41,0.0,True,0.0,0.353,True,1.0,True,True,True,True,True,1.0
we00002__s5_remove_display_none__default,we00002,webcode2m,s5_remove_display_none,S5,structure,safe,default,False,ok,1.0,84,,,removed display:none subtree <span id=84 0x0>,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3798.0,3774.0,0.632,True,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00002__s6_reminify__default,we00002,webcode2m,s6_reminify,S6,source,safe,default,False,ok,1.0,,,,minify-html pass,False,0.0,True,0.0,0.0,False,,qwen2.5-vl,True,3798.0,3496.0,7.952,True,1249.0,1249.0,0.0,True,1.0,True,79.0,79.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,True,1.0
we00002__x1_legacy_whitespace_regex__default,we00002,webcode2m,x1_legacy_whitespace_regex,X1,source,probe,default,True,ok,1.0,,,,legacy >\s+< collapse,True,1.0,False,2381.0,0.001489,False,"123,330,276,710",qwen2.5-vl,True,3798.0,3772.0,0.685,True,1249.0,1249.0,0.0,True,0.99781,True,79.0,79.0,0.9364,11.25,0.0,False,0.093,0.206,True,0.99747,True,False,False,False,False,0.99747
we00003__m1_delete_text_block__default,we00003,webcode2m,m1_delete_text_block,M1,structure,breaking,default,False,ok,1.0,31,,,deleted <h1 id=31 1264x37>,True,1.0,True,477760.0,0.148233,True,"7,125,1271,2437",qwen2.5-vl,True,3909.0,3871.0,0.972,True,2518.0,2438.0,80.0,False,0.98637,False,66.0,65.0,0.2822,239.38,1.0,False,0.0,1.302,True,0.86837,True,False,False,False,False,0.86627
we00003__m2_corrupt_text__default,we00003,webcode2m,m2_corrupt_text,M2,text,breaking,default,False,ok,1.0,21,0.3,,corrupted 4/15 chars in <a id=21 121x17>,True,1.0,True,5196.0,0.001612,False,"33,107,763,120",qwen2.5-vl,True,3909.0,3912.0,-0.077,False,2518.0,2518.0,0.0,True,0.99738,True,66.0,66.0,0.989,2.67,0.0,True,0.065,0.216,True,0.997,True,False,False,True,False,0.997
we00003__m3_shift_element__px8,we00003,webcode2m,m3_shift_element,M3,geometry,breaking,px8,False,ok,1.0,6,8.0,,margin-left 0->8px on <div id=6 1264x2493>,True,1.0,True,112088.0,0.034777,False,"7,19,1269,2508",qwen2.5-vl,True,3909.0,3919.0,-0.256,False,2518.0,2518.0,0.0,True,1.0,True,66.0,66.0,0.8034,8.0,0.0,False,0.0,0.373,True,0.93463,True,False,False,False,False,0.93463
we00003__m3_shift_element__px16,we00003,webcode2m,m3_shift_element,M3,geometry,breaking,px16,False,ok,1.0,73,16.0,,margin-left 0->16px on <div id=73 1264x561>,True,1.0,True,20382.0,0.006324,False,"8,1337,1014,1877",qwen2.5-vl,True,3909.0,3920.0,-0.281,False,2518.0,2518.0,0.0,True,1.0,True,66.0,66.0,0.9915,16.0,0.0,False,0.0,0.0,True,0.99417,True,False,False,False,False,0.99417
we00003__m3_shift_element__px32,we00003,webcode2m,m3_shift_element,M3,geometry,breaking,px32,False,ok,1.0,129,32.0,,margin-left 0->32px on <input id=129 177x21>,True,1.0,True,204.0,6.3e-05,False,"62,2289,270,2309",qwen2.5-vl,True,3909.0,3920.0,-0.281,False,2518.0,2518.0,0.0,True,1.0,True,66.0,66.0,0.9954,32.0,0.0,False,0.0,0.0,True,0.99958,True,False,False,False,False,0.99958
